Configuration,Iteration,The initial best way,Its distance,The best way after algorithm,Its distance
SL-B B-5 PS-10 PR-5 SV-100 GI-0.4,1,8 4 1 5 11 3 6 2 12 10 7 9 ,1802,2 6 11 3 7 5 12 4 10 8 1 9 ,1760
SL-B B-10 PS-10 PR-10 SV-10 GI-0.3,2,10 6 12 2 7 1 11 4 9 3 8 5 ,1864,3 2 10 12 5 4 8 1 11 6 7 9 ,1760
SL-B B-10 PS-10 PR-10 SV-100 GI-0.3,1,1 8 3 6 12 4 7 10 5 2 11 9 ,1810,8 7 6 3 11 5 10 12 2 4 1 9 ,1760
SL-B B-6 PS-10 PR-10 SV-100 GI-0.5,1,6 1 9 4 7 3 5 11 8 12 10 2 ,1814,10 11 12 2 7 3 5 8 6 1 9 4 ,1760
SL-B B-4 PS-20 PR-6 SV-50 GI-0.5,3,8 4 10 11 5 7 1 6 12 2 3 9 ,1834,9 10 6 5 2 3 7 1 4 12 11 8 ,1760
SL-B B-2 PS-20 PR-6 SV-100 GI-0.5,2,9 1 12 4 3 10 2 6 11 5 7 8 ,1808,1 7 6 12 11 4 2 3 9 5 10 8 ,1760
SL-B B-2 PS-50 PR-50 SV-10 GI-0.4,1,1 4 7 5 6 10 11 12 9 8 3 2 ,1770,4 1 7 5 6 10 11 12 9 8 3 2 ,1760
SL-B B-2 PS-10 PR-3 SV-10 GI-0.3,1,4 5 12 9 10 1 11 2 3 6 8 7 ,1782,9 7 10 1 6 2 12 5 4 11 3 8 ,1760
SL-B B-2 PS-10 PR-3 SV-100 GI-0.3,2,3 10 6 4 11 12 9 7 2 1 5 8 ,1798,9 6 2 4 1 7 12 3 5 11 10 8 ,1760
SL-B B-5 PS-10 PR-5 SV-100 GI-0.3,1,9 11 6 4 5 12 1 2 7 8 3 10 ,1790,3 1 11 12 6 7 10 4 8 2 5 9 ,1760
SL-B B-5 PS-10 PR-5 SV-100 GI-0.3,3,9 11 8 10 5 1 7 6 2 12 3 4 ,1876,8 4 6 5 1 7 10 12 9 2 11 3 ,1760
SL-B B-2 PS-20 PR-6 SV-10 GI-0.3,1,9 3 8 11 12 10 2 6 7 5 1 4 ,1834,9 4 1 5 11 6 12 8 7 3 2 10 ,1760
SL-B B-4 PS-20 PR-6 SV-50 GI-0.5,2,10 2 3 7 12 8 5 11 1 6 9 4 ,1808,8 5 1 11 7 4 10 6 9 12 2 3 ,1760
SL-B B-6 PS-20 PR-10 SV-10 GI-0.3,2,4 10 12 11 1 7 6 3 9 2 8 5 ,1830,3 1 4 8 7 6 2 12 9 5 11 10 ,1760
SL-B B-10 PS-20 PR-10 SV-50 GI-0.3,3,2 6 8 5 12 4 7 3 1 11 10 9 ,1834,12 2 10 7 6 3 5 9 11 1 4 8 ,1760
SL-UT PS-10 PR-5 SV-10 GI-0.3,1,3 6 12 2 10 8 4 5 7 9 1 11 ,1844,3 5 1 12 4 11 10 6 8 2 7 9 ,1760
SL-UT PS-10 PR-5 SV-10 GI-0.4,2,4 9 1 12 5 2 10 8 11 7 6 3 ,1760,4 9 1 12 5 2 10 8 11 7 6 3 ,1760
SL-UTC PS-10 PR-3 SV-10 GI-0.5,1,6 1 7 8 2 4 5 12 9 10 3 11 ,1820,6 7 2 4 5 1 12 10 9 11 3 8 ,1760
SL-UTC PS-10 PR-3 SV-50 GI-0.4,1,8 6 12 5 9 1 7 10 11 4 2 3 ,1840,9 7 6 11 12 2 5 3 4 1 8 10 ,1760
SL-UTC PS-10 PR-3 SV-100 GI-0.4,3,8 2 7 6 4 12 10 5 11 9 1 3 ,1816,9 4 7 5 12 11 10 6 1 3 8 2 ,1760
SL-UTC PS-10 PR-5 SV-100 GI-0.5,2,11 12 5 2 10 4 7 8 3 9 6 1 ,1790,10 11 6 8 2 5 1 7 3 12 4 9 ,1760
SL-B B-2 PS-10 PR-3 SV-10 GI-0.4,3,1 4 10 9 6 11 7 2 5 8 12 3 ,1786,3 4 1 9 6 11 7 2 5 12 10 8 ,1762
SL-B B-2 PS-10 PR-3 SV-10 GI-0.5,1,2 7 10 3 12 11 9 5 6 8 1 4 ,1784,3 10 2 7 12 11 9 5 6 8 1 4 ,1762
SL-B B-2 PS-10 PR-3 SV-50 GI-0.3,3,5 2 12 10 6 11 7 9 1 8 4 3 ,1816,3 2 12 10 6 11 7 9 1 5 4 8 ,1762
SL-B B-3 PS-10 PR-3 SV-100 GI-0.3,3,4 3 12 5 7 2 1 6 10 9 11 8 ,1824,9 4 6 10 5 12 2 7 11 8 1 3 ,1762
SL-B B-2 PS-10 PR-3 SV-100 GI-0.5,2,9 1 7 8 5 10 4 11 3 6 12 2 ,1830,2 12 5 6 10 11 4 7 3 9 1 8 ,1762
SL-B B-2 PS-10 PR-5 SV-50 GI-0.3,2,9 11 6 10 12 4 2 5 7 1 8 3 ,1762,9 11 6 10 12 4 2 5 7 1 8 3 ,1762
SL-B B-6 PS-10 PR-10 SV-10 GI-0.4,1,8 6 2 4 5 9 10 12 7 1 3 11 ,1840,9 5 2 3 12 1 10 11 4 7 6 8 ,1762
SL-B B-10 PS-10 PR-10 SV-10 GI-0.5,3,2 5 10 9 12 11 6 7 3 8 4 1 ,1808,3 12 6 11 5 1 7 9 2 10 4 8 ,1762
SL-B B-4 PS-20 PR-6 SV-10 GI-0.3,1,1 12 11 2 5 7 10 6 3 9 4 8 ,1788,10 3 11 2 6 5 7 12 9 4 1 8 ,1762
SL-B B-20 PS-20 PR-20 SV-10 GI-0.4,3,8 1 6 2 5 7 9 12 4 10 11 3 ,1800,3 1 5 12 7 9 6 2 8 11 10 4 ,1762
SL-B B-2 PS-20 PR-20 SV-10 GI-0.5,2,9 4 5 8 1 6 7 12 3 11 10 2 ,1770,10 3 2 6 7 5 11 4 12 1 8 9 ,1762
SL-B B-13 PS-20 PR-20 SV-10 GI-0.5,3,10 2 7 12 5 3 11 8 6 1 4 9 ,1762,10 2 7 12 5 3 11 8 6 1 4 9 ,1762
SL-B B-2 PS-10 PR-3 SV-50 GI-0.4,1,9 7 3 4 2 12 6 11 8 10 5 1 ,1822,8 3 12 11 6 5 10 2 1 7 9 4 ,1762
SL-B B-3 PS-10 PR-3 SV-100 GI-0.5,3,4 9 3 2 5 7 6 10 1 8 11 12 ,1808,10 2 12 5 6 4 1 8 3 11 7 9 ,1762
SL-B B-3 PS-10 PR-5 SV-50 GI-0.5,1,9 1 11 4 5 6 7 8 12 3 2 10 ,1786,8 1 12 7 6 10 2 11 3 4 5 9 ,1762
SL-B B-2 PS-10 PR-10 SV-10 GI-0.3,3,10 2 9 12 5 4 7 11 1 3 6 8 ,1854,9 7 12 10 2 11 6 3 4 1 5 8 ,1762
SL-B B-6 PS-20 PR-6 SV-100 GI-0.3,3,1 11 4 12 5 8 10 3 9 2 6 7 ,1818,9 7 11 3 12 10 6 1 4 2 5 8 ,1762
SL-B B-6 PS-20 PR-10 SV-10 GI-0.3,1,9 4 6 3 1 2 10 7 5 12 11 8 ,1796,9 1 7 11 5 8 2 6 4 12 3 10 ,1762
SL-B B-10 PS-20 PR-10 SV-10 GI-0.5,3,9 6 5 2 1 7 11 8 4 12 10 3 ,1762,9 6 5 2 1 7 11 8 4 12 10 3 ,1762
SL-B B-2 PS-50 PR-50 SV-10 GI-0.3,2,4 5 11 1 6 2 9 8 12 7 10 3 ,1792,9 7 6 8 11 12 2 1 4 10 3 5 ,1762
SL-UTC PS-10 PR-3 SV-10 GI-0.3,2,2 6 8 7 10 11 4 9 12 5 3 1 ,1844,10 8 11 2 1 5 6 7 3 12 9 4 ,1762
SL-UTC PS-10 PR-3 SV-10 GI-0.3,3,11 6 3 12 2 9 7 5 1 10 4 8 ,1868,3 12 2 6 11 9 7 5 10 1 4 8 ,1762
SL-UTC PS-10 PR-3 SV-10 GI-0.5,3,9 7 10 6 4 1 8 11 2 5 12 3 ,1812,9 7 6 4 1 8 10 11 2 5 12 3 ,1762
SL-UTC PS-10 PR-10 SV-100 GI-0.5,2,10 2 5 11 12 9 6 8 1 3 7 4 ,1856,8 6 11 7 12 3 1 9 2 5 10 4 ,1762
SL-UTC PS-20 PR-10 SV-10 GI-0.3,1,8 7 12 1 2 3 11 4 6 5 9 10 ,1790,10 2 12 3 7 4 11 6 5 9 1 8 ,1762
SL-B B-2 PS-10 PR-5 SV-10 GI-0.3,1,11 6 12 10 2 1 3 7 5 9 8 4 ,1836,9 11 5 4 6 1 7 12 8 2 10 3 ,1764
SL-B B-2 PS-10 PR-5 SV-10 GI-0.3,2,8 4 9 1 10 12 5 7 6 11 2 3 ,1784,9 1 5 6 8 7 12 11 4 3 2 10 ,1764
SL-B B-3 PS-10 PR-5 SV-10 GI-0.4,1,4 9 2 7 5 8 12 10 3 1 6 11 ,1822,1 9 6 7 5 8 12 10 4 11 3 2 ,1764
SL-B B-5 PS-10 PR-5 SV-100 GI-0.5,1,11 1 9 12 6 8 7 2 4 5 10 3 ,1766,3 7 5 6 12 10 11 9 2 1 4 8 ,1764
SL-B B-6 PS-20 PR-6 SV-50 GI-0.5,3,9 4 5 1 10 7 3 12 8 2 11 6 ,1776,9 7 6 2 4 3 12 10 1 5 11 8 ,1764
SL-B B-2 PS-20 PR-6 SV-100 GI-0.5,1,8 2 7 10 11 5 9 3 6 12 1 4 ,1770,5 12 2 10 7 6 9 4 3 11 1 8 ,1764
SL-B B-2 PS-20 PR-20 SV-10 GI-0.4,3,3 10 2 8 6 12 7 4 5 1 9 11 ,1766,11 10 2 6 12 5 7 4 8 1 9 3 ,1764
SL-B B-2 PS-50 PR-25 SV-10 GI-0.4,3,1 7 2 9 6 11 10 5 8 12 4 3 ,1784,9 11 12 8 7 1 6 2 4 5 3 10 ,1764
SL-B B-2 PS-50 PR-25 SV-10 GI-0.5,1,8 5 12 11 10 6 2 9 3 4 7 1 ,1790,3 11 12 6 5 2 4 9 10 7 8 1 ,1764
SL-B B-3 PS-10 PR-3 SV-10 GI-0.4,2,9 3 6 4 1 11 2 5 7 10 12 8 ,1808,9 12 7 11 2 6 1 3 4 5 10 8 ,1764
SL-B B-3 PS-10 PR-3 SV-50 GI-0.3,2,3 9 1 12 6 7 10 5 4 2 8 11 ,1814,12 2 11 3 6 7 10 5 8 1 9 4 ,1764
SL-B B-2 PS-10 PR-3 SV-100 GI-0.3,1,2 4 12 10 5 6 11 3 9 7 1 8 ,1784,6 8 7 2 12 1 5 11 3 10 4 9 ,1764
SL-B B-3 PS-10 PR-3 SV-100 GI-0.3,3,9 4 12 3 5 6 1 7 11 2 10 8 ,1786,7 6 2 12 10 11 3 4 8 5 1 9 ,1764
SL-B B-6 PS-10 PR-10 SV-10 GI-0.5,1,2 3 5 10 9 7 6 1 12 11 4 8 ,1798,10 6 12 2 7 9 5 1 11 4 3 8 ,1764
SL-B B-2 PS-10 PR-10 SV-50 GI-0.4,1,11 3 4 10 12 9 5 2 8 6 1 7 ,1858,11 6 7 10 12 9 5 8 2 4 1 3 ,1764
SL-B B-6 PS-10 PR-10 SV-100 GI-0.3,3,12 3 9 4 5 1 2 6 10 7 11 8 ,1828,4 1 6 10 12 2 5 11 9 7 3 8 ,1764
SL-B B-4 PS-20 PR-6 SV-10 GI-0.4,1,8 6 9 11 5 2 12 7 10 1 3 4 ,1848,1 9 7 6 2 5 11 4 8 10 12 3 ,1764
SL-B B-10 PS-20 PR-10 SV-10 GI-0.3,3,8 10 5 1 2 12 6 7 3 9 4 11 ,1784,3 1 5 4 7 9 2 12 8 6 10 11 ,1764
SL-B B-2 PS-20 PR-10 SV-50 GI-0.4,1,8 7 1 2 4 10 5 12 9 6 11 3 ,1790,3 2 12 6 10 5 9 4 7 11 8 1 ,1764
SL-B B-2 PS-20 PR-10 SV-50 GI-0.4,2,1 8 12 7 6 3 5 4 11 2 9 10 ,1796,1 6 9 5 12 7 2 11 4 3 10 8 ,1764
SL-B B-2 PS-20 PR-20 SV-10 GI-0.5,2,9 8 11 5 12 1 2 7 4 10 6 3 ,1804,3 12 6 5 11 1 2 7 8 10 9 4 ,1764
SL-B B-2 PS-50 PR-16 SV-10 GI-0.4,3,8 1 5 6 12 7 10 2 3 4 11 9 ,1764,8 1 5 6 12 7 10 2 3 4 11 9 ,1764
SL-B B-2 PS-50 PR-16 SV-10 GI-0.5,2,9 1 5 12 3 6 7 8 4 11 10 2 ,1796,4 2 6 10 5 11 12 3 9 1 7 8 ,1764
SL-UT PS-20 PR-10 SV-10 GI-0.4,2,10 11 7 2 12 6 9 3 8 1 5 4 ,1792,3 8 12 5 6 10 2 1 11 4 7 9 ,1764
SL-UTC PS-10 PR-10 SV-10 GI-0.5,2,6 12 7 11 2 1 10 8 3 5 9 4 ,1780,11 12 6 7 2 1 10 8 3 5 9 4 ,1764
SL-B B-3 PS-10 PR-5 SV-10 GI-0.3,2,9 2 11 6 5 12 10 3 7 8 1 4 ,1814,8 3 5 2 7 10 11 9 6 12 1 4 ,1766
SL-B B-2 PS-10 PR-5 SV-10 GI-0.5,3,8 11 5 4 9 7 12 10 1 6 3 2 ,1766,8 11 5 4 9 7 12 10 1 6 3 2 ,1766
SL-B B-2 PS-10 PR-10 SV-50 GI-0.4,3,2 3 8 11 7 10 9 12 6 5 1 4 ,1826,4 11 12 9 5 7 6 10 2 1 3 8 ,1766
SL-B B-2 PS-20 PR-6 SV-10 GI-0.5,2,10 12 11 1 5 7 6 8 3 2 4 9 ,1786,3 12 4 11 2 7 6 5 10 9 1 8 ,1766
SL-B B-6 PS-20 PR-6 SV-10 GI-0.5,1,2 5 4 3 1 7 11 6 9 12 8 10 ,1840,4 2 7 12 11 10 5 6 9 1 8 3 ,1766
SL-B B-2 PS-20 PR-10 SV-10 GI-0.5,2,4 1 6 12 10 11 7 2 8 5 9 3 ,1786,10 2 11 5 3 1 7 8 12 6 4 9 ,1766
SL-B B-2 PS-20 PR-10 SV-10 GI-0.5,3,3 5 8 10 12 1 2 9 11 7 4 6 ,1792,9 7 12 11 6 4 2 5 1 8 10 3 ,1766
SL-B B-10 PS-20 PR-10 SV-100 GI-0.3,1,1 5 9 6 2 10 7 3 4 12 8 11 ,1790,3 10 6 12 7 8 4 9 2 11 5 1 ,1766
SL-B B-20 PS-20 PR-20 SV-50 GI-0.5,1,7 1 11 2 5 6 12 9 4 10 3 8 ,1852,4 1 12 11 7 9 10 6 8 5 2 3 ,1766
SL-B B-3 PS-10 PR-5 SV-10 GI-0.3,1,3 11 6 12 10 4 8 1 5 2 9 7 ,1862,9 4 10 12 11 6 1 7 5 3 2 8 ,1766
SL-B B-5 PS-10 PR-5 SV-10 GI-0.3,3,8 1 7 5 6 11 2 12 3 9 4 10 ,1766,8 1 7 5 6 11 2 12 3 9 4 10 ,1766
SL-B B-5 PS-10 PR-5 SV-10 GI-0.4,3,8 9 11 6 1 2 5 12 7 10 4 3 ,1794,6 3 2 5 12 4 11 7 10 1 9 8 ,1766
SL-B B-3 PS-10 PR-5 SV-10 GI-0.5,1,8 1 2 3 5 10 12 6 4 7 9 11 ,1796,8 1 3 11 5 10 12 6 4 7 2 9 ,1766
SL-B B-3 PS-10 PR-5 SV-50 GI-0.3,1,7 11 2 10 5 12 4 6 3 9 1 8 ,1832,10 7 2 9 5 12 6 4 3 11 1 8 ,1766
SL-B B-3 PS-10 PR-5 SV-100 GI-0.4,1,3 10 5 11 6 4 7 12 2 8 9 1 ,1778,3 10 5 11 6 4 7 12 2 8 1 9 ,1766
SL-B B-2 PS-10 PR-10 SV-50 GI-0.5,2,9 5 8 7 2 6 1 10 4 11 12 3 ,1814,8 7 10 6 2 5 12 1 11 4 3 9 ,1766
SL-B B-2 PS-10 PR-10 SV-100 GI-0.3,3,9 2 4 7 1 3 6 5 11 10 12 8 ,1854,3 2 6 12 1 8 5 4 7 11 10 9 ,1766
SL-B B-2 PS-20 PR-6 SV-10 GI-0.4,1,2 9 5 6 7 10 4 1 3 11 12 8 ,1804,8 3 12 6 7 10 4 1 2 11 5 9 ,1766
SL-B B-6 PS-20 PR-6 SV-100 GI-0.4,2,8 10 12 3 7 6 9 4 11 2 5 1 ,1772,10 7 6 9 12 4 11 3 2 5 1 8 ,1766
SL-B B-2 PS-50 PR-25 SV-10 GI-0.4,1,4 6 7 2 11 12 10 3 9 8 1 5 ,1776,9 4 2 10 12 6 3 1 7 11 5 8 ,1766
SL-UT PS-10 PR-5 SV-50 GI-0.4,1,5 8 11 6 2 7 10 12 3 1 4 9 ,1794,3 5 2 1 11 12 9 4 10 6 7 8 ,1766
SL-UT PS-10 PR-10 SV-10 GI-0.5,3,3 11 5 4 6 9 12 2 1 8 7 10 ,1858,7 9 1 6 11 8 5 12 4 10 3 2 ,1766
SL-UTC PS-10 PR-5 SV-10 GI-0.4,3,9 7 2 6 11 4 12 8 10 1 3 5 ,1796,9 7 2 6 11 4 12 8 10 1 5 3 ,1766
SL-UTC PS-10 PR-5 SV-100 GI-0.4,2,8 4 12 11 6 10 9 1 7 5 3 2 ,1836,10 3 2 12 1 11 6 7 5 9 4 8 ,1766
SL-B B-2 PS-10 PR-3 SV-10 GI-0.5,1,9 3 1 4 5 11 6 12 8 7 2 10 ,1782,8 4 9 1 5 11 6 12 7 10 3 2 ,1768
SL-B B-2 PS-10 PR-3 SV-100 GI-0.3,1,3 12 5 8 7 2 6 4 11 10 1 9 ,1800,4 12 7 5 2 1 10 11 9 6 8 3 ,1768
SL-B B-2 PS-10 PR-5 SV-10 GI-0.4,2,9 6 2 8 7 4 5 12 11 1 10 3 ,1822,4 9 1 6 5 3 12 11 8 2 10 7 ,1768
SL-B B-2 PS-10 PR-10 SV-10 GI-0.5,2,4 1 10 8 5 9 11 2 3 12 6 7 ,1814,3 6 12 11 7 5 9 10 2 1 4 8 ,1768
SL-B B-2 PS-10 PR-10 SV-50 GI-0.3,1,7 8 6 9 10 12 3 2 11 4 5 1 ,1844,10 6 11 2 12 3 7 4 5 1 9 8 ,1768
SL-B B-4 PS-20 PR-6 SV-10 GI-0.4,1,9 4 7 6 5 1 12 8 2 11 3 10 ,1768,9 4 7 6 5 1 12 8 2 11 3 10 ,1768
SL-B B-6 PS-20 PR-6 SV-10 GI-0.4,2,9 6 4 3 2 7 11 1 12 10 5 8 ,1830,3 10 6 2 7 11 4 1 12 9 5 8 ,1768
SL-B B-10 PS-20 PR-10 SV-50 GI-0.5,1,7 2 1 5 11 6 12 4 9 10 3 8 ,1812,9 1 5 4 7 8 11 12 3 10 6 2 ,1768
SL-B B-3 PS-10 PR-3 SV-50 GI-0.4,3,9 10 5 6 12 7 1 4 11 8 2 3 ,1822,8 10 5 6 12 7 1 4 11 2 9 3 ,1768
SL-B B-2 PS-10 PR-5 SV-50 GI-0.3,2,12 10 2 5 11 7 1 4 6 9 8 3 ,1824,11 12 6 5 10 3 7 4 2 8 1 9 ,1768
SL-B B-5 PS-10 PR-5 SV-50 GI-0.3,3,3 9 1 5 2 8 12 7 4 6 11 10 ,1806,3 5 10 2 6 8 12 7 4 11 1 9 ,1768
SL-B B-3 PS-10 PR-5 SV-100 GI-0.4,3,4 9 10 7 11 8 3 2 12 6 5 1 ,1826,11 3 2 12 10 1 6 8 5 7 4 9 ,1768
SL-B B-10 PS-10 PR-10 SV-10 GI-0.5,3,2 10 4 3 12 5 1 11 9 6 7 8 ,1806,10 12 3 11 2 5 4 6 8 7 1 9 ,1768
SL-B B-4 PS-20 PR-6 SV-10 GI-0.4,2,8 4 5 10 3 9 2 7 1 12 11 6 ,1818,4 1 10 5 12 9 11 7 8 6 2 3 ,1768
SL-B B-2 PS-20 PR-6 SV-10 GI-0.5,3,6 2 9 11 12 10 5 4 7 3 1 8 ,1776,9 10 2 6 12 7 5 1 3 11 4 8 ,1768
SL-B B-2 PS-20 PR-20 SV-10 GI-0.3,2,10 8 6 5 4 11 12 2 3 7 1 9 ,1826,1 4 6 9 11 2 5 10 12 7 3 8 ,1768
SL-UT PS-10 PR-3 SV-10 GI-0.3,1,4 9 3 10 12 2 11 5 1 7 6 8 ,1770,9 4 3 10 12 2 11 5 1 7 6 8 ,1768
SL-UT PS-20 PR-6 SV-10 GI-0.3,3,8 11 10 1 2 5 12 9 3 6 4 7 ,1806,10 8 12 7 11 5 2 9 3 6 4 1 ,1768
SL-UTC PS-10 PR-3 SV-10 GI-0.3,1,8 6 7 1 9 5 11 3 4 12 2 10 ,1768,8 6 7 1 9 5 11 3 4 12 2 10 ,1768
SL-UTC PS-10 PR-5 SV-10 GI-0.4,1,9 11 8 12 5 3 7 2 1 6 10 4 ,1842,3 2 12 6 7 11 4 1 10 9 8 5 ,1768
SL-UTC PS-20 PR-10 SV-10 GI-0.4,3,8 3 12 7 1 6 5 11 9 2 4 10 ,1844,10 2 6 12 5 7 1 4 11 3 9 8 ,1768
SL-B B-2 PS-10 PR-3 SV-100 GI-0.4,3,8 1 5 12 2 3 11 6 10 4 7 9 ,1770,8 1 5 12 2 3 11 6 10 4 7 9 ,1770
SL-B B-3 PS-10 PR-5 SV-100 GI-0.3,1,10 4 7 12 11 9 2 3 6 5 8 1 ,1834,8 12 7 11 6 9 2 3 1 5 10 4 ,1770
SL-B B-2 PS-10 PR-10 SV-50 GI-0.3,3,5 1 9 7 11 8 6 3 4 2 12 10 ,1822,3 6 12 7 5 10 9 4 2 11 1 8 ,1770
SL-B B-2 PS-10 PR-10 SV-50 GI-0.5,3,10 4 6 2 11 3 1 5 9 12 7 8 ,1838,4 1 6 8 7 3 10 11 9 2 5 12 ,1770
SL-B B-4 PS-20 PR-6 SV-50 GI-0.5,1,1 12 2 4 5 11 6 10 8 7 3 9 ,1828,4 11 5 9 7 2 6 8 1 12 3 10 ,1770
SL-B B-2 PS-20 PR-20 SV-10 GI-0.3,2,2 1 6 11 12 7 10 5 8 4 3 9 ,1812,8 11 6 5 10 12 7 4 2 3 1 9 ,1770
SL-B B-2 PS-10 PR-3 SV-10 GI-0.3,2,11 9 5 4 8 7 10 3 1 6 2 12 ,1832,4 9 7 3 2 6 10 5 1 12 8 11 ,1770
SL-B B-10 PS-10 PR-10 SV-10 GI-0.5,1,8 1 10 3 2 11 4 7 12 5 6 9 ,1824,7 8 2 1 5 6 12 10 3 4 11 9 ,1770
SL-B B-6 PS-10 PR-10 SV-50 GI-0.5,2,11 5 10 1 9 4 7 2 8 12 6 3 ,1814,8 1 12 7 11 2 4 9 6 10 5 3 ,1770
SL-B B-4 PS-20 PR-6 SV-10 GI-0.5,1,8 7 1 3 6 5 12 2 4 10 11 9 ,1802,8 4 5 9 3 12 11 6 1 7 10 2 ,1770
SL-B B-2 PS-20 PR-10 SV-10 GI-0.4,1,11 2 10 6 12 5 8 1 3 4 7 9 ,1776,9 1 2 4 7 11 12 5 3 6 10 8 ,1770
SL-B B-2 PS-20 PR-10 SV-10 GI-0.4,3,3 11 12 7 10 5 9 6 2 1 4 8 ,1770,3 11 12 7 10 5 9 6 2 1 4 8 ,1770
SL-B B-2 PS-20 PR-10 SV-100 GI-0.5,2,2 7 12 9 6 4 1 5 11 10 8 3 ,1794,2 7 11 6 10 8 5 9 12 1 4 3 ,1770
SL-UT PS-10 PR-3 SV-10 GI-0.3,3,4 9 3 7 2 12 11 8 6 10 1 5 ,1812,3 12 1 8 7 5 10 6 2 11 4 9 ,1770
SL-UT PS-10 PR-3 SV-10 GI-0.5,2,9 4 10 11 5 2 7 1 3 6 8 12 ,1810,10 11 2 7 12 3 6 5 8 9 1 4 ,1770
SL-UTC PS-10 PR-3 SV-50 GI-0.3,1,1 4 6 12 2 9 11 3 10 7 5 8 ,1856,4 11 6 10 5 7 1 12 9 2 3 8 ,1770
SL-B B-2 PS-10 PR-3 SV-10 GI-0.5,2,9 4 2 3 11 7 6 10 12 1 5 8 ,1812,4 9 1 3 11 7 6 10 8 12 5 2 ,1772
SL-B B-3 PS-10 PR-5 SV-50 GI-0.5,2,1 12 4 2 11 7 6 10 9 3 5 8 ,1812,11 4 12 9 6 7 2 3 1 5 10 8 ,1772
SL-B B-3 PS-10 PR-5 SV-100 GI-0.5,3,4 8 12 10 6 5 1 3 11 7 2 9 ,1828,9 4 10 6 11 5 1 12 8 7 3 2 ,1772
SL-B B-2 PS-10 PR-10 SV-10 GI-0.3,1,2 3 4 5 12 9 6 7 10 11 1 8 ,1784,4 7 6 9 1 12 2 5 8 3 11 10 ,1772
SL-B B-10 PS-10 PR-10 SV-50 GI-0.4,1,12 5 11 6 7 2 4 8 1 10 3 9 ,1862,8 11 1 12 7 10 6 2 3 4 5 9 ,1772
SL-B B-2 PS-20 PR-6 SV-10 GI-0.5,3,8 12 10 3 11 5 6 4 1 2 7 9 ,1772,8 12 10 3 11 5 6 4 1 2 7 9 ,1772
SL-B B-2 PS-20 PR-6 SV-50 GI-0.3,1,12 2 3 11 6 9 7 5 10 8 1 4 ,1798,11 1 9 12 5 3 6 7 4 2 10 8 ,1772
SL-B B-4 PS-20 PR-6 SV-50 GI-0.4,2,1 7 6 8 4 3 12 11 2 5 10 9 ,1810,6 4 7 1 5 8 2 10 9 12 11 3 ,1772
SL-B B-2 PS-20 PR-20 SV-10 GI-0.3,3,7 6 3 2 10 9 5 11 8 1 12 4 ,1798,2 5 10 12 3 7 1 11 8 6 4 9 ,1772
SL-B B-3 PS-10 PR-3 SV-10 GI-0.4,1,4 7 9 8 1 6 11 10 12 2 5 3 ,1804,8 5 11 2 12 10 6 7 1 4 3 9 ,1772
SL-B B-3 PS-10 PR-3 SV-100 GI-0.4,1,9 4 1 5 3 10 2 12 8 6 7 11 ,1772,9 4 1 5 3 10 2 12 8 6 7 11 ,1772
SL-B B-2 PS-10 PR-5 SV-10 GI-0.5,3,2 3 11 6 12 10 5 9 7 8 4 1 ,1780,8 9 7 6 2 4 10 5 11 12 1 3 ,1772
SL-B B-5 PS-10 PR-5 SV-50 GI-0.5,3,2 3 7 11 12 4 10 8 6 1 5 9 ,1808,2 6 11 7 12 9 1 5 10 4 8 3 ,1772
SL-B B-2 PS-20 PR-6 SV-10 GI-0.5,2,8 4 6 7 9 1 10 2 11 5 3 12 ,1808,8 4 6 7 9 1 10 2 11 5 12 3 ,1772
SL-B B-6 PS-20 PR-6 SV-10 GI-0.5,3,11 3 12 1 2 5 7 8 10 6 9 4 ,1772,11 3 12 1 2 5 7 8 10 6 9 4 ,1772
SL-B B-10 PS-20 PR-10 SV-10 GI-0.4,3,4 5 12 9 7 3 2 1 10 11 8 6 ,1824,8 4 6 1 7 9 2 5 3 12 11 10 ,1772
SL-B B-10 PS-20 PR-10 SV-10 GI-0.5,2,3 12 11 2 5 1 6 10 8 4 9 7 ,1782,9 7 4 10 11 12 5 2 1 6 3 8 ,1772
SL-B B-2 PS-20 PR-10 SV-100 GI-0.4,1,8 2 6 7 12 4 1 11 10 9 5 3 ,1794,9 11 6 7 12 4 1 8 2 5 10 3 ,1772
SL-UT PS-10 PR-3 SV-50 GI-0.4,1,8 12 4 1 5 3 10 7 6 2 11 9 ,1860,9 4 8 6 5 3 7 10 1 12 11 2 ,1772
SL-UT PS-10 PR-5 SV-10 GI-0.4,1,4 9 7 3 12 11 10 6 5 1 2 8 ,1822,4 9 7 11 6 10 1 3 12 5 2 8 ,1772
SL-UT PS-10 PR-5 SV-100 GI-0.5,2,12 10 11 5 3 4 2 7 1 9 6 8 ,1836,8 1 11 7 6 3 12 4 9 5 10 2 ,1772
SL-UT PS-20 PR-6 SV-10 GI-0.4,2,1 2 3 12 6 4 7 9 5 11 10 8 ,1828,9 4 5 2 3 6 7 12 1 8 10 11 ,1772
SL-UTC PS-10 PR-5 SV-50 GI-0.4,3,11 5 12 3 10 2 7 9 1 6 8 4 ,1792,11 12 5 3 2 10 7 9 1 6 4 8 ,1772
